provider,category,product,service_type,region_code,region_name,sku_or_plan,cpu_vcpu,memory_gb,storage_gb,gpu,price_amount,price_unit,currency,billing_basis,notes,source_url,fetched_at
Azure,cloud_major,Virtual Machines Ddv4 Series,vm,uksouth,UK South,Standard_D2d_v4,,,,none,0.01703,hour,USD,Consumption,Azure Retail Prices API raw row; meter=D2d v4 Spot; sku=D2d v4 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Edsv5 Series,vm,westeurope,EU West,Standard_E96-48ds_v5,,,,none,1.661,hour,USD,Consumption,Azure Retail Prices API raw row; meter=E96-48ds v5 Low Priority; sku=E96-48ds v5 Low Priority.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Ddv4 Series,vm,westus3,US West 3,Standard_D4d_v4,,,,none,0.0452,hour,USD,Consumption,Azure Retail Prices API raw row; meter=D4d v4 Low Priority; sku=D4d v4 Low Priority.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Ev5 Series,vm,australiaeast,AU East,Standard_E2_v5,,,,none,0.0302,hour,USD,Consumption,Azure Retail Prices API raw row; meter=E2 v5 Low Priority; sku=Standard_E2_v5 Low Priority.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Dv5 Series,vm,eastasia,AP East,Standard_D96_v5,,,,none,1.267,hour,USD,Consumption,Azure Retail Prices API raw row; meter=D96 v5 Low Priority; sku=Standard_D96_v5 Low Priority.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Dplsv6 Series,vm,eastus,US East,Standard_D48pls_v6,,,,none,0.384202,hour,USD,Consumption,Azure Retail Prices API raw row; meter=D48pls v6 Spot; sku=D48pls v6 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines DSv3 Series,vm,japaneast,JA East,Standard_D64-32s_v3,,,,none,0.762854,hour,USD,Consumption,Azure Retail Prices API raw row; meter=D64-32s v3 Spot; sku=D64-32s v3 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Dlsv6 Series,vm,southeastasia,AP Southeast,Standard_D128ls_v6,,,,none,6.586,hour,USD,Consumption,Azure Retail Prices API raw row; meter=D128ls v6; sku=D128ls v6.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines NVSv3 Series,vm,uksouth,UK South,Standard_NV48s_v3,,,,none,5.7,hour,USD,Consumption,Azure Retail Prices API raw row; meter=NV48s v3; sku=NV48s v3.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Edsv5 Series,vm,westeurope,EU West,Standard_E96-24ds_v5,,,,none,1.534579,hour,USD,Consumption,Azure Retail Prices API raw row; meter=E96-24ds v5 Spot; sku=E96-24ds v5 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Easv6 Series,vm,westus3,US West 3,Standard_E16-4as_v6,,,,none,0.954,hour,USD,Consumption,Azure Retail Prices API raw row; meter=E16-4as v6; sku=E16-4as v6.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Famdsv7 Series,vm,australiaeast,AU East,Standard_F64-16amds_v7,,,,none,1.617924,hour,USD,Consumption,Azure Retail Prices API raw row; meter=F64-16amds v7 Spot; sku=F64-16amds v7 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Eadsv5 Series CloudServices,vm,eastasia,AP East,Standard_E20ads_v5,,,,none,1.062,hour,USD,Consumption,Azure Retail Prices API raw row; meter=E20ads v5 Low Priority; sku=E20ads v5 Low Priority.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines ECadsv6 series Linux,vm,eastus,US East,Standard_EC8ads_v6,,,,none,0.116,hour,USD,Consumption,Azure Retail Prices API raw row; meter=EC8adsv6 Low Priority; sku=EC8adsv6 Low Priority.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines ECadsv6 series Linux,vm,japaneast,JA East,Standard_EC96ads_v6,,,,none,1.814,hour,USD,Consumption,Azure Retail Prices API raw row; meter=EC96adsv6 Low Priority; sku=EC96adsv6 Low Priority.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Epdsv5 Series,vm,southeastasia,AP Southeast,Standard_E20pds_v5,,,,none,0.278,hour,USD,Consumption,Azure Retail Prices API raw row; meter=E20pds v5 Low Priority; sku=Standard_E20pds_v5 Low Priority.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Dv2 Series,vm,uksouth,UK South,Standard_D1_v2,,,,none,0.012292,hour,USD,Consumption,Azure Retail Prices API raw row; meter=D1 v2/DS1 v2 Spot; sku=D1 v2 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Eav4 Series,vm,westeurope,EU West,Standard_E4a_v4,,,,none,0.056179,hour,USD,Consumption,Azure Retail Prices API raw row; meter=E4a v4/E4as v4 Spot; sku=E4a v4 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Ddv5 Series,vm,westus3,US West 3,Standard_D64d_v5,,,,none,3.616,hour,USD,Consumption,Azure Retail Prices API raw row; meter=D64d v5; sku=Standard_D64d_v5.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Dasv5 Series,vm,australiaeast,AU East,Standard_D16as_v5,,,,none,0.159667,hour,USD,Consumption,Azure Retail Prices API raw row; meter=D16as v5 Spot; sku=Standard_D16as_v5 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Dadsv5 Series Cloud Services,vm,eastasia,AP East,Standard_D64ads_v5,,,,none,7.488,hour,USD,Consumption,Azure Retail Prices API raw row; meter=D64ads v5; sku=Standard_D64ads_v5.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines NP Series,vm,eastus,US East,Standard_NP20s,,,,none,0.60984,hour,USD,Consumption,Azure Retail Prices API raw row; meter=NP20s Spot; sku=NP20s Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Edsv6 Series,vm,japaneast,JA East,Standard_E4-2ds_v6,,,,none,0.395,hour,USD,Consumption,Azure Retail Prices API raw row; meter=E4-2ds v6; sku=E4-2ds v6.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Ebsv6-Series Linux,vm,southeastasia,AP Southeast,Standard_E192ibs_v6,,,,none,3.9986,hour,USD,Consumption,Azure Retail Prices API raw row; meter=Standard_E192ibs_v6 Spot; sku=Standard_E192ibs_v6 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Easv4 Series,vm,uksouth,UK South,Standard_E32as_v4,,,,none,0.28416,hour,USD,Consumption,Azure Retail Prices API raw row; meter=E32as v4 Spot; sku=E32as v4 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines D Series,vm,westeurope,EU West,Standard_D2,,,,none,0.031046,hour,USD,Consumption,Azure Retail Prices API raw row; meter=D2/DS2 Spot; sku=D2 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Ddsv7-series Linux,vm,westus3,US West 3,Standard_D64ds_v7,,,,none,0.964841,hour,USD,Consumption,Azure Retail Prices API raw row; meter=Standard_D64ds_v7 Spot; sku=Standard_D64ds_v7 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Bsv2 Series,vm,australiaeast,AU East,Standard_B8s_v2,,,,none,0.0845,hour,USD,Consumption,Azure Retail Prices API raw row; meter=B8s v2 Low Priority; sku=B8s v2 Low Priority.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Dv4 Series,vm,eastasia,AP East,Standard_D16_v4,,,,none,1.056,hour,USD,Consumption,Azure Retail Prices API raw row; meter=D16 v4; sku=D16 v4.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Dsv4 Series,vm,eastus,US East,Standard_D8s_v4,,,,none,0.384,hour,USD,Consumption,Azure Retail Prices API raw row; meter=D8s v4; sku=D8s v4.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Ddv4 Series,vm,japaneast,JA East,Standard_D64d_v4,,,,none,0.863386,hour,USD,Consumption,Azure Retail Prices API raw row; meter=D64d v4 Spot; sku=D64d v4 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Eav4 Series,vm,southeastasia,AP Southeast,Standard_E96a_v4,,,,none,1.459,hour,USD,Consumption,Azure Retail Prices API raw row; meter=E96a v4/E96as v4 Low Priority; sku=E96a v4 Low Priority.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Esv6 Series,vm,uksouth,UK South,Standard_E64-32s_v6,,,,none,4.973,hour,USD,Consumption,Azure Retail Prices API raw row; meter=E64-32s v6; sku=E64-32s v6.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Dasv4 Series,vm,westeurope,EU West,Standard_D32as_v4,,,,none,1.84,hour,USD,Consumption,Azure Retail Prices API raw row; meter=D32as v4; sku=D32as v4.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Daldsv6 Series,vm,westus3,US West 3,Standard_D48alds_v6,,,,none,0.457,hour,USD,Consumption,Azure Retail Prices API raw row; meter=D48alds v6 Low Priority; sku=D48alds v6 Low Priority.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Dsv4 Series,vm,australiaeast,AU East,Standard_D64s_v4,,,,none,0.768,hour,USD,Consumption,Azure Retail Prices API raw row; meter=D64s v4 Low Priority; sku=D64s v4 Low Priority.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Edv5 Series,vm,eastasia,AP East,Standard_E16d_v5,,,,none,0.28,hour,USD,Consumption,Azure Retail Prices API raw row; meter=E16d v5 Low Priority; sku=Standard_E16d_v5 Low Priority.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,DCasv5-series Linux,vm,eastus,US East,Standard_DC96as_v5,,,,none,4.128,hour,USD,Consumption,Azure Retail Prices API raw row; meter=DC96as v5; sku=Standard_DC96as_v5.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Easv5 Series CloudServices,vm,japaneast,JA East,Standard_E32-16as_v5,,,,none,3.664,hour,USD,Consumption,Azure Retail Prices API raw row; meter=E32-16as v5; sku=E32-16as v5.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines DSv3 Series,vm,southeastasia,AP Southeast,Standard_D64-32s_v3,,,,none,0.8,hour,USD,Consumption,Azure Retail Prices API raw row; meter=D64-32s v3 Low Priority; sku=D64-32s v3 Low Priority.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Ev3 Series,vm,uksouth,UK South,Standard_E64_v3,,,,none,0.51168,hour,USD,Consumption,Azure Retail Prices API raw row; meter=E64 v3/E64s v3 Spot; sku=E64 v3 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Ev5 Series,vm,westeurope,EU West,Standard_E64_v5,,,,none,0.973,hour,USD,Consumption,Azure Retail Prices API raw row; meter=E64 v5 Low Priority; sku=Standard_E64_v5 Low Priority.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines DCadsv6 series,vm,westus3,US West 3,Standard_DC32ads_v6,,,,none,0.365,hour,USD,Consumption,Azure Retail Prices API raw row; meter=DC32adsv6 Low Priority; sku=DC32adsv6 Low Priority.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Easv5 Series,vm,australiaeast,AU East,Standard_E32-8as_v5,,,,none,2.176,hour,USD,Consumption,Azure Retail Prices API raw row; meter=E32-8as v5; sku=E32-8as v5.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Ebdsv5 Series,vm,eastasia,AP East,Standard_E8bds_v5,,,,none,0.178,hour,USD,Consumption,Azure Retail Prices API raw row; meter=E8bds v5 Low Priority; sku=Standard_E8bds_v5 Low Priority.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,NCads A100 v4 Series Linux,vm,eastus,US East,Standard_NC48ads_A100_v4,,,,none,1.469,hour,USD,Consumption,Azure Retail Prices API raw row; meter=NC48ads_A100_v4 Low Priority; sku=Standard_NC48ads_A100_v4 Low Priority.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Edsv6 Series,vm,japaneast,JA East,Standard_E32-16ds_v6,,,,none,3.156,hour,USD,Consumption,Azure Retail Prices API raw row; meter=E32-16ds v6; sku=E32-16ds v6.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Dsv5 Series,vm,southeastasia,AP Southeast,Standard_D96s_v5,,,,none,1.152,hour,USD,Consumption,Azure Retail Prices API raw row; meter=D96s v5 Low Priority; sku=Standard_D96s_v5 Low Priority.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Fasv7 Series,vm,uksouth,UK South,Standard_F48as_v7,,,,none,3.811,hour,USD,Consumption,Azure Retail Prices API raw row; meter=F48as v7; sku=F48as v7.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines NVadsA10v5 Series,vm,westeurope,EU West,Standard_NV18ads_A10_v5,,,,none,0.422864,hour,USD,Consumption,Azure Retail Prices API raw row; meter=NV18ads A10 v5 Spot; sku=Standard_NV18ads_A10_v5 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Esv4 Series,vm,australiaeast,AU East,Standard_E4-2s_v4,,,,none,0.302,hour,USD,Consumption,Azure Retail Prices API raw row; meter=E4-2s v4; sku=E4-2s v4.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Edsv6 Series,vm,eastasia,AP East,Standard_E8-4ds_v6,,,,none,0.899,hour,USD,Consumption,Azure Retail Prices API raw row; meter=E8-4ds v6; sku=E8-4ds v6.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Epdsv6 Series,vm,eastus,US East,Standard_E32pds_v6,,,,none,1.872,hour,USD,Consumption,Azure Retail Prices API raw row; meter=E32pds v6; sku=E32pds v6.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Esv6 Series,vm,southeastasia,AP Southeast,Standard_E32-16s_v6,,,,none,0.471979,hour,USD,Consumption,Azure Retail Prices API raw row; meter=E32-16s v6 Spot; sku=E32-16s v6 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,DCasv5-series Linux,vm,uksouth,UK South,Standard_DC4as_v5,,,,none,0.04,hour,USD,Consumption,Azure Retail Prices API raw row; meter=DC4as v5 Low Priority; sku=Standard_DC4as_v5 Low Priority.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines DCSv2 Series,vm,westeurope,EU West,Standard_DC8_v2,,,,none,0.184,hour,USD,Consumption,Azure Retail Prices API raw row; meter=DC8 v2 Low Priority; sku=DC8 v2 Low Priority.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Bsv2 Series,vm,westus3,US West 3,Standard_B8s_v2,,,,none,0.333,hour,USD,Consumption,Azure Retail Prices API raw row; meter=B8s v2; sku=B8s v2.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Eadsv5 Series CloudServices,vm,australiaeast,AU East,Standard_E32ads_v5,,,,none,4.016,hour,USD,Consumption,Azure Retail Prices API raw row; meter=E32ads v5; sku=E32ads v5.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Ddsv4 Series,vm,eastasia,AP East,Standard_D32ds_v4,,,,none,2.48,hour,USD,Consumption,Azure Retail Prices API raw row; meter=D32ds v4; sku=D32ds v4.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Edsv5 Series,vm,eastus,US East,Standard_E96-24ds_v5,,,,none,6.912,hour,USD,Consumption,Azure Retail Prices API raw row; meter=E96-24ds v5; sku=E96-24ds v5.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Dpldsv6 Series,vm,japaneast,JA East,Standard_D96plds_v6,,,,none,4.819,hour,USD,Consumption,Azure Retail Prices API raw row; meter=D96plds v6; sku=D96plds v6.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
